"subjectnumber" "activity" "TimeDomainSignalBodyLinearAccelerationMeanX" "TimeDomainSignalBodyLinearAccelerationMeanY" "TimeDomainSignalBodyLinearAccelerationMeanZ" "TimeDomainSignalBodyLinearAccelerationStandardDeviationX" "TimeDomainSignalBodyLinearAccelerationStandardDeviationY" "TimeDomainSignalBodyLinearAccelerationStandardDeviationZ" "TimeDomainSignalGravityLinearAccelerationMeanX" "TimeDomainSignalGravityLinearAccelerationMeanY" "TimeDomainSignalGravityLinearAccelerationMeanZ" "TimeDomainSignalGravityLinearAccelerationStandardDeviationX" "TimeDomainSignalGravityLinearAccelerationStandardDeviationY" "TimeDomainSignalGravityLinearAccelerationStandardDeviationZ" "TimeDomainSignalBodyLinearAccelerationDerivativeMeanX" "TimeDomainSignalBodyLinearAccelerationDerivativeMeanY" "TimeDomainSignalBodyLinearAccelerationDerivativeMeanZ" "TimeDomainSignalBodyLinearAccelerationDerivativeStandardDeviationX" "TimeDomainSignalBodyLinearAccelerationDerivativeStandardDeviationY" "TimeDomainSignalBodyLinearAccelerationDerivativeStandardDeviationZ" "TimeDomainSignalBodyAngularVelocityMeanX" "TimeDomainSignalBodyAngularVelocityMeanY" "TimeDomainSignalBodyAngularVelocityMeanZ" "TimeDomainSignalBodyAngularVelocityStandardDeviationX" "TimeDomainSignalBodyAngularVelocityStandardDeviationY" "TimeDomainSignalBodyAngularVelocityStandardDeviationZ" "TimeDomainSignalBodyAngularVelocityDerivativeMeanX" "TimeDomainSignalBodyAngularVelocityDerivativeMeanY" "TimeDomainSignalBodyAngularVelocityDerivativeMeanZ" "TimeDomainSignalBodyAngularVelocityDerivativeStandardDeviationX" "TimeDomainSignalBodyAngularVelocityDerivativeStandardDeviationY" "TimeDomainSignalBodyAngularVelocityDerivativeStandardDeviationZ" "TimeDomainSignalBodyLinearAccelerationEuclideanNormMean" "TimeDomainSignalBodyLinearAccelerationEuclideanNormStandardDeviation" "TimeDomainSignalGravityLinearAccelerationEuclideanNormMean" "TimeDomainSignalGravityLinearAccelerationEuclideanNormStandardDeviation" "TimeDomainSignalBodyLinearAccelerationDerivativeEuclideanNormMean" "TimeDomainSignalBodyLinearAccelerationDerivativeEuclideanNormStandardDeviation" "TimeDomainSignalBodyAngularVelocityEuclideanNormMean" "TimeDomainSignalBodyAngularVelocityEuclideanNormStandardDeviation" "TimeDomainSignalBodyAngularVelocityDerivativeEuclideanNormMean" "TimeDomainSignalBodyAngularVelocityDerivativeEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyLinearAccelerationMeanX" "FrequencyDomainSignalBodyLinearAccelerationMeanY" "FrequencyDomainSignalBodyLinearAccelerationMeanZ" "FrequencyDomainSignalBodyLinearAccelerationStandardDeviationX" "FrequencyDomainSignalBodyLinearAccelerationStandardDeviationY" "FrequencyDomainSignalBodyLinearAccelerationStandardDeviationZ" "FrequencyDomainSignalBodyLinearAccelerationDerivativeMeanX" "FrequencyDomainSignalBodyLinearAccelerationDerivativeMeanY" "FrequencyDomainSignalBodyLinearAccelerationDerivativeMeanZ" "FrequencyDomainSignalBodyLinearAccelerationDerivativeStandardDeviationX" "FrequencyDomainSignalBodyLinearAccelerationDerivativeStandardDeviationY" "FrequencyDomainSignalBodyLinearAccelerationDerivativeStandardDeviationZ" "FrequencyDomainSignalBodyAngularVelocityMeanX" "FrequencyDomainSignalBodyAngularVelocityMeanY" "FrequencyDomainSignalBodyAngularVelocityMeanZ" "FrequencyDomainSignalBodyAngularVelocityStandardDeviationX" "FrequencyDomainSignalBodyAngularVelocityStandardDeviationY" "FrequencyDomainSignalBodyAngularVelocityStandardDeviationZ" "FrequencyDomainSignalBodyLinearAccelerationEuclideanNormMean" "FrequencyDomainSignalBodyLinearAccelerationEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyLinearAccelerationDerivativeEuclideanNormMean" "FrequencyDomainSignalBodyLinearAccelerationDerivativeEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyAngularVelocityEuclideanNormMean" "FrequencyDomainSignalBodyAngularVelocityEuclideanNormStandardDeviation" "FrequencyDomainSignalBodyAngularVelocityDerivativeEuclideanNormMean" "FrequencyDomainSignalBodyAngularVelocityDerivativeEuclideanNormStandardDeviation"
29 "standing" 0.277310167014925 -0.0183575251508955 -0.107677726820896 -0.990377987164179 -0.943010508208955 -0.944839133283582 0.95751855238806 -0.138734151513433 -0.0150485332089552 -0.995491269104478 -0.981268527313433 -0.967102028059701 0.0756644089552239 0.0109991589862687 -0.000661564522089553 -0.985481553283582 -0.967658550746269 -0.981808497910448 -0.0266125177891045 -0.0728196887253731 0.0861363781044776 -0.938569076716418 -0.969286743283582 -0.96699464880597 -0.0999020898656716 -0.0406249459537313 -0.0539747289701493 -0.963660740597015 -0.987181926268657 -0.98150189358209 -0.964132082835821 -0.958568641940298 -0.964132082835821 -0.958568641940298 -0.980497430149254 -0.977651975373134 -0.945258527313433 -0.934184237164179 -0.981181274776119 -0.978932909701492 -0.987740684776119 -0.949626729402985 -0.96185346238806 -0.991690775074627 -0.942549469104478 -0.940038934925373 -0.985598839850746 -0.967824497462687 -0.978701351940299 -0.986691917313433 -0.969902371940298 -0.983600893283582 -0.937416899552239 -0.974061886865672 -0.967598681044776 -0.93993579358209 -0.966889440895522 -0.969784157910448 -0.965191080447761 -0.96083008761194 -0.976988637014925 -0.97743914358209 -0.952835084626866 -0.934468055671642 -0.979867345970149 -0.978935643731343
30 "standing" 0.278066362131148 -0.0177410605032787 -0.109147220852459 -0.991153299016393 -0.950195341639344 -0.955235460983607 0.971508179672131 -0.125476719672131 -0.00918501669901639 -0.99627847147541 -0.979291996065574 -0.971716658032787 0.0752261266721311 0.00983804649180328 -0.000553622831836066 -0.988519690327869 -0.979499673606557 -0.986632720819672 -0.0281349595704918 -0.0692158008967213 0.0823859849180328 -0.963855520491803 -0.976865300655738 -0.96635356852459 -0.0999535975540984 -0.0416756847622951 -0.0533762838426229 -0.982384184098361 -0.99147548 -0.986425273114754 -0.967712287704918 -0.964961879836066 -0.967712287704918 -0.964961879836066 -0.986741580163934 -0.984749458688525 -0.962088930655738 -0.959720819836066 -0.989446703278689 -0.988120632459016 -0.989590737704918 -0.961806066557377 -0.969990425409836 -0.991893350983607 -0.947154023606557 -0.951086558360656 -0.988678375901639 -0.979302288196721 -0.984075136229508 -0.989417162295082 -0.981349051967213 -0.987874384098361 -0.963835922622951 -0.981368943442623 -0.971003795245902 -0.964334369836066 -0.974703103278688 -0.967989427213115 -0.973382426721311 -0.96556255704918 -0.984946686229508 -0.98348311852459 -0.971296550983607 -0.959476834918033 -0.989032398688525 -0.987568094754098
1 "walking" 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.0699140652103448 -0.387411994310345 0.936506743275862 -0.261986357931034 -0.138107866258621 -0.97777159137931 -0.962355639482759 -0.952091795 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.26867964387931 -0.0449619594258621 -0.52948611637931 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.571869560172414 -0.563793260172414 -0.476696411551724 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.385922986034483 -0.639087984137931 -0.536664080344828 -0.254690333275862 -0.328428936551724 -0.254690333275862 -0.328428936551724 -0.280009317413793 -0.139916355325862 -0.466411754137931 -0.561510683275862 -0.566135217931034 -0.567371560862069 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.296596633103448 -0.00561498755362069 -0.543529108103448 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.615121369827586 -0.568888673448276 -0.545896388103448 -0.290031535172414 -0.456373080862069 -0.186764516965517 -0.0898519904044828 -0.569755772241379 -0.632643292931034 -0.607751646034483 -0.549087007931034
2 "walking" 0.275957929135802 -0.0177218705462963 -0.100256532954321 -0.333751776790123 -0.126033241604938 -0.182941383876543 0.962499184074074 -0.17333535345679 0.00423517380358025 -0.980036345432099 -0.970549857901235 -0.945826494567901 0.0718836622246914 0.0218529881049383 -0.012983113437037 -0.331474626693827 -0.184996287146914 -0.530090233333333 -0.0369136273735802 -0.0743726183790124 0.0877128695580247 -0.390343264074074 -0.0619355475333333 -0.189119528876543 -0.0956005915345679 -0.0594539884691358 -0.0527135566990123 -0.437443435061728 -0.506189062716049 -0.450273905308642 -0.191581346716049 -0.341115477283951 -0.191581346716049 -0.341115477283951 -0.313936313022333 -0.293237044679012 -0.0604508910680247 -0.296808674123457 -0.468850275925926 -0.540644429382716 -0.322467921283951 -0.126343850617284 -0.34067932308642 -0.339191551358025 -0.182462348145679 -0.166554764148148 -0.352371197138272 -0.217380373790123 -0.478420904444444 -0.369893170716049 -0.205832846333333 -0.581252619753086 -0.353521854320988 -0.223787667686543 -0.224350233550617 -0.407699008765432 0.0178375061790123 -0.253683066975309 -0.305970982185185 -0.465452108765432 -0.287537013049383 -0.305772934334198 -0.373308265432099 -0.366671032469136 -0.544028863580247 -0.568834173950617
3 "walking" 0.277685156901408 -0.0164602941042676 -0.107730009211268 -0.333010421929577 0.0219550692267606 -0.479049061267606 0.970426499859155 -0.102355361788732 0.0335176258014084 -0.980888316760563 -0.963150163521127 -0.963676234084507 0.0822264688309859 -0.0158487861253521 -0.000526296177887323 -0.305997292380282 -0.141351221552113 -0.634899372253521 -0.0485561688991549 -0.0688310384183099 0.0813339452112676 -0.50764411915493 -0.540177625633803 -0.389904116197183 -0.0860794977253521 -0.0458564713535211 -0.0491993614901408 -0.400447206394366 -0.620652233380282 -0.26140885581831 -0.201767022057746 -0.414267727746479 -0.201767022057746 -0.414267727746479 -0.312717462225352 -0.296760880422535 -0.39501487971831 -0.521485874507042 -0.498575972394366 -0.546840243239437 -0.317105798239437 -0.0409391508042254 -0.514047898028169 -0.340457548887324 -0.0108730707225352 -0.501986827183099 -0.351620458169014 -0.220088459937183 -0.612815793943662 -0.320774483126761 -0.113701877083099 -0.655121611971831 -0.392763046338028 -0.553155121549296 -0.293023023633803 -0.545194754647887 -0.535948536619718 -0.481885646478873 -0.341225226450704 -0.551802832816901 -0.286641961978873 -0.316076921126761 -0.522352054225352 -0.607026891408451 -0.593160663098592 -0.524037507183099
4 "walking" 0.279564034285714 -0.0179452964262857 -0.110541418828571 -0.173698180542857 -0.145225453714286 -0.377499513142857 0.958207687428571 -0.0430279061142857 0.0532868977428571 -0.973497094857143 -0.969372404857143 -0.959996667428571 0.0878317640914286 0.0110548491171429 -0.0146773719057143 -0.0347681513657143 -0.104078712508571 -0.527559252571429 -0.0129476513325714 -0.0543634924180857 0.0957558681185714 -0.492391511714286 -0.288228668571429 -0.272378653142857 -0.103867754185714 -0.0561015973114286 -0.0623249575714286 -0.434527181142857 -0.575238005428571 -0.418263117142857 -0.145365794677143 -0.214032637474286 -0.145365794677143 -0.214032637474286 -0.1832000846 -0.000273809702857143 -0.224667162742857 -0.4555616 -0.507196733428571 -0.570437109428571 -0.107826832828571 -0.09972822436 -0.401906268 -0.202476301228571 -0.225438374771429 -0.414158778571429 -0.0927886600485714 -0.144644407910571 -0.481299532285714 -0.0610359161885714 -0.121790787628571 -0.573315945142857 -0.370133400857143 -0.388301248285714 -0.225940903428571 -0.53188186 -0.2387861524 -0.355445863714286 -0.137960173422857 -0.383040830571429 -0.0083890396 0.0018185544 -0.472887671428571 -0.538693233428571 -0.576609083714286 -0.593023653428571
5 "walking" 0.282861221506849 -0.0164351809927397 -0.110208634150685 -0.332404990136986 0.107904718586301 -0.512843833013699 0.958351643013699 -0.192527897808219 0.0568382744246575 -0.979832582054795 -0.96577942630137 -0.959717921643836 0.0688476169109589 -0.0121668903972603 -0.00977471982054794 -0.174624854046575 -0.0373269022876712 -0.60392154890411 -0.0197927198191781 -0.0755495376589041 0.0834469756561644 -0.462902409726027 -0.404450187945205 -0.432897258493151 -0.0946506343410959 -0.0382731397054795 -0.0581321364712329 -0.248807346191781 -0.497426830410959 -0.260541273935616 -0.201158869821918 -0.324394052328767 -0.201158869821918 -0.324394052328767 -0.232930307876712 -0.124633222958904 -0.329225906356164 -0.412103968575342 -0.396563489712329 -0.439850003726027 -0.245595892589041 0.0774122151589041 -0.521441976712329 -0.37137389890411 0.0527002751647945 -0.54957791890411 -0.203904063506849 -0.117558521687671 -0.57336200890411 -0.219701106249315 -0.0147282128068493 -0.632823828493151 -0.271891760827397 -0.414182109178082 -0.277378950654795 -0.526613270821918 -0.404025519315068 -0.547227324246575 -0.258475059260274 -0.470998558356164 -0.1159342463 -0.14246123269863 -0.391593183726027 -0.536157771917808 -0.442116387465753 -0.477217595746575
6 "walking" 0.275592961754386 -0.018653665345614 -0.110912234947368 -0.327243240701754 -0.0772618561052631 0.159631283261403 0.932566472280702 -0.159097003684211 -0.160846924029807 -0.979851271403509 -0.969404155087719 -0.952159770526316 0.0901462649192983 0.0184322723280702 -0.0210398551649123 -0.346026226140351 -0.0547448948245614 -0.149488514397895 0.00228835208526316 -0.0837113724842105 0.0641104602035088 -0.503313517017544 -0.23109830545614 -0.396013535263158 -0.123654199751333 -0.0447766029745614 -0.0495713093294737 -0.21166729682807 -0.174136410738596 -0.458302971403509 -0.0978090439438596 -0.198554708385965 -0.0978090439438596 -0.198554708385965 -0.192948900438596 -0.027557329277193 -0.305959351403509 -0.19828316695614 -0.300022779964912 -0.0953401161070176 -0.343048405789474 -0.0641564202736842 0.0385832252345614 -0.322034908070175 -0.143721823263158 0.133316828089298 -0.383715797719298 -0.123192887383684 -0.106490372892632 -0.365314790947368 -0.0431917460807018 -0.190751539207018 -0.318395104666667 -0.151966687436842 -0.366733617894737 -0.563615256666667 -0.290859379017544 -0.463270018245614 -0.151243649578947 -0.351706780526316 -0.0384187298547368 -0.022138358 -0.192909765467895 -0.343894914947368 -0.155339855862632 -0.0841663774087719
7 "walking" 0.27468631 -0.0186628865310417 -0.107252090833333 -0.173605736002083 0.380782052708333 -0.1420885318125 0.913586347916667 -0.217102194583333 -0.186267836962021 -0.974752050208333 -0.956781505625 -0.956640104791667 0.0703393490833333 -0.00603947514583333 -0.000673798876875 -0.2586886278125 0.233987544458333 -0.383200596479167 0.0235088228254167 -0.095791790535 0.0509657915395833 -0.1992097184375 -0.2119972775 -0.0754447842395833 -0.135886431360417 -0.0314880905541667 -0.0522683965333333 -0.2460827504375 -0.428055700208333 -0.388446971666667 0.0516786278104167 -0.1804072826 0.0516786278104167 -0.1804072826 -0.0668322430433333 -0.184571053979167 -0.00310243820125 -0.238746703958333 -0.339129269583333 -0.502957255416667 -0.247389011875 0.316982393333333 -0.238634594791667 -0.148386858858333 0.32484493125 -0.158437341970833 -0.311198711041667 0.0796832872416667 -0.361563262083333 -0.271448185291667 0.315883536479167 -0.4044825094375 -0.102063053808333 -0.259729692333333 -0.132902199479167 -0.234252005895833 -0.1908057215 -0.1429742348125 -0.09521728274375 -0.360818978541667 -0.123834409766667 -0.276436130125 -0.301241848645833 -0.327459577895833 -0.473026230833333 -0.581240190833333
8 "walking" 0.270275637105263 -0.016078680175 -0.103825201657895 -0.446724550789474 -0.1020881138 -0.514015544473684 0.940975323684211 -0.212850297368421 0.158039459894737 -0.979684294736842 -0.961785403684211 -0.960935737631579 0.0749136102131579 0.0121971329078947 -0.00206607916315789 -0.452884825 -0.235867073736842 -0.727896262631579 -0.0226063604736842 -0.0806405679210526 0.0843769711578947 -0.621514860789474 -0.518946238947368 -0.438140665526316 -0.112037687034211 -0.0565751787210526 -0.0349069066657895 -0.565721103947368 -0.746888287105263 -0.566877499736842 -0.316989689473684 -0.497838309473684 -0.316989689473684 -0.497838309473684 -0.432877782368421 -0.436544035526316 -0.447921600263158 -0.572499463157895 -0.646636056578947 -0.761760386052632 -0.425800753947368 -0.142733115344737 -0.616043786578947 -0.455341387894737 -0.138216235031579 -0.499862903947368 -0.471295460263158 -0.285828392842105 -0.698885767631579 -0.483203059210526 -0.232412293402632 -0.755794497631579 -0.533566768421053 -0.602084771052632 -0.409105984736842 -0.650117567105263 -0.477873968157895 -0.499796809736842 -0.467973648421053 -0.593315075526316 -0.423943651842105 -0.456605001842105 -0.618586696578947 -0.615246939210526 -0.757636492631579 -0.784324620263158
9 "walking" 0.277307519583333 -0.0157340681395833 -0.103887167520833 -0.129959227266667 -0.1235636483 -0.416224892083333 0.966801350833333 -0.156024373125 -0.0353995864166667 -0.979540426875 -0.967658119166667 -0.950814275625 0.0374314755020833 0.0224550047433333 0.00924906090625 -0.0126501707708333 -0.0846915410260417 -0.51433989875 -0.091519336120625 -0.0380721909583333 0.0992179697920833 -0.548635249375 -0.447139811041667 -0.356769720041667 -0.0646368633125 -0.0455059327 -0.042569902075625 -0.388630688333333 -0.580593590833333 -0.483152864791667 -0.103598297445833 -0.239573850854167 -0.103598297445833 -0.239573850854167 -0.142756948841667 -0.0188164453541667 -0.3610787295 -0.415265391875 -0.516946714166667 -0.54791659625 -0.0538461667395833 -0.0705025691791667 -0.426814417708333 -0.162456359410417 -0.210091828104167 -0.457975228541667 -0.0825977862708333 -0.137431074581458 -0.494371180208333 -0.0283904765625 -0.0888368160760417 -0.532662150416667 -0.403198680416667 -0.467638818958333 -0.320981606416667 -0.59591516125 -0.4403405225 -0.4292380525 -0.154855323129167 -0.411737386041667 -0.03062922233125 -0.00970192655833333 -0.442662872916667 -0.497857867916667 -0.559942880208333 -0.564359015
10 "walking" 0.275883130350877 -0.0185660651947368 -0.111431456192982 -0.346980394210526 0.141866689392982 -0.220503537026316 0.910855709298246 -0.283658580877193 -0.131299718666667 -0.97254492245614 -0.960899845614035 -0.948637587719298 0.0809590227198246 0.00308364501403509 0.00597249011754386 -0.220910068015789 0.0565488771722807 -0.374633172105263 -0.0174207634701754 -0.0798472502663158 0.0784205641252632 -0.376059914210526 -0.290023550315789 -0.363369948070175 -0.0966598593263158 -0.0319849271912281 -0.0636693233473684 -0.216812065298246 -0.35776089977193 -0.341765824491228 -0.135643867842105 -0.292546377017544 -0.135643867842105 -0.292546377017544 -0.133205034736842 -0.131788528797719 -0.218669558421053 -0.253240071964912 -0.303508210175439 -0.322118379807018 -0.335030121052632 0.0955150666694737 -0.246851507561404 -0.353299848947368 0.0921968931052632 -0.269896395250877 -0.290460801694737 -0.0439195137368421 -0.342263716894737 -0.219716159766667 0.0946741596910526 -0.406173351578947 -0.192856474047368 -0.256213554508772 -0.276607954736842 -0.435714710526316 -0.318618506122807 -0.455333900526316 -0.23460086645614 -0.438388953157895 -0.15211150075614 -0.113591923723684 -0.267472373877193 -0.379951835438597 -0.338527133789474 -0.349285611070175
11 "walking" 0.272461219803922 -0.0214667168476471 -0.107762115862745 -0.418462296078431 -0.0381344894941177 -0.240146996271961 0.881997105490196 -0.239167250784314 -0.191653861666667 -0.979091628039216 -0.957292144117647 -0.952570534705882 0.0798156500896078 0.0238086006901961 0.00575406457254902 -0.45417196627451 -0.26127931554902 -0.590812800392157 -0.0397508253105882 -0.0668733196686274 0.0717382963293039 -0.574368332941177 -0.230642957003922 -0.279475393196078 -0.0849937541564706 -0.0406302598156863 -0.0396893951117647 -0.547548820980392 -0.636835288039216 -0.525810688235294 -0.211361330529412 -0.437164206862745 -0.211361330529412 -0.437164206862745 -0.392030639803922 -0.426090033333333 -0.259978514529412 -0.350789960980392 -0.572155954117647 -0.682389722352941 -0.422604661960784 -0.118542751552157 -0.402937091568627 -0.417710996666667 -0.0599760809117647 -0.217702902844902 -0.478592744313726 -0.308759209156863 -0.551398630392157 -0.477284983137255 -0.259381906568627 -0.628960433137255 -0.500485193333333 -0.401631514705882 -0.322355224137255 -0.598863301176471 -0.147627785446863 -0.333993703921569 -0.437172533529412 -0.525061919607843 -0.427201776666667 -0.427803265294118 -0.453703852745098 -0.394791937254902 -0.679373321764706 -0.709008520392157
12 "walking" 0.275251568965517 -0.0166799783551724 -0.106212114034483 -0.386515676551724 -0.178013198413793 -0.550024233103448 0.944873102758621 -0.243374518965517 0.0963113779655172 -0.980826992758621 -0.973951219655172 -0.973403088275862 0.059344036137931 0.0284591204 0.00273927513793104 -0.393405305517241 -0.27361622137931 -0.723913963793103 -0.0293429462344828 -0.0733664924437931 0.0840446638241379 -0.660934718275862 -0.50692570137931 -0.565128260344828 -0.100181432913793 -0.0421868544103448 -0.0441266561827586 -0.482066335172414 -0.753431463448276 -0.701517566896552 -0.305404346896552 -0.48217187862069 -0.305404346896552 -0.48217187862069 -0.407487332068966 -0.434842477586207 -0.499904243448276 -0.625717096551724 -0.646743007586207 -0.755537992068966 -0.383424456896552 -0.193520836551724 -0.596895849310345 -0.387930122413793 -0.222082372413793 -0.559922510689655 -0.43055195 -0.313570334137931 -0.687816139655172 -0.408931281724138 -0.27878101862069 -0.759688302413793 -0.543880825517241 -0.625107063793103 -0.554311881724138 -0.698721070344828 -0.449848804482759 -0.608604646206897 -0.441060924827586 -0.587107127931034 -0.415477915862069 -0.464856708275862 -0.653703829310345 -0.670829060689655 -0.742121465172414 -0.79235598862069
13 "walking" 0.270919595757576 -0.0200829980083333 -0.108980283893939 -0.335704803939394 -0.00139682093939394 -0.261877810393939 0.904706088333333 -0.304647580909091 -0.107320782439394 -0.976673554848485 -0.970507494242424 -0.96053477969697 0.0899761549848485 0.0227681641727273 0.0161800578818182 -0.243597727424242 -0.12412328845303 -0.462921798787879 -0.0455388957619697 -0.0551715139210606 0.0922640683439394 -0.503412490575758 -0.331900681321212 -0.317693432318182 -0.0848825226060606 -0.0484935071272727 -0.0564858288936364 -0.455429127878788 -0.43083228230303 -0.478961037424242 -0.17780203814697 -0.343355953333333 -0.17780203814697 -0.343355953333333 -0.238495002954545 -0.208324784365152 -0.294585267654545 -0.371827675768182 -0.464053322121212 -0.420266584545455 -0.283337346651515 -0.019338747569697 -0.306973663590909 -0.358747876363636 -0.0565772144848485 -0.29605165580303 -0.281122464454545 -0.179828991287879 -0.419500083181818 -0.272811244257576 -0.121948221719091 -0.504681552575758 -0.396299527972727 -0.334278138596515 -0.340511395015152 -0.539209999484848 -0.335969719731818 -0.374639546424242 -0.251056934825758 -0.505971575909091 -0.194289859783939 -0.232260127042424 -0.376868494747273 -0.479939231060606 -0.438381974460909 -0.440314951013636
14 "walking" 0.27531685925 -0.017136434173625 -0.1104718217375 -0.388067338875 -0.001131055350125 -0.2872056673 0.891468129625 -0.2037252316625 -0.1012443967875 -0.97882182675 -0.96593037425 -0.953725482625 0.0822061130725 0.00941072904375 0.0096649346025 -0.39068267965 -0.211337130417375 -0.613775939125 -0.022508633360875 -0.07918179977775 0.068001846469 -0.48517097875 -0.387405438475625 -0.3497782416125 -0.116175073509338 -0.04128582405475 -0.0472449696025 -0.45467950575 -0.68971965075 -0.551412559875 -0.1986721086 -0.407981784 -0.1986721086 -0.407981784 -0.356623350625 -0.369608014125 -0.2872511654075 -0.38638510165 -0.581017242 -0.653412471125 -0.39371719325 -0.085780668623875 -0.39656953835625 -0.386115560125 -0.022293045915625 -0.2859776788375 -0.420783435375 -0.254871150405 -0.569384598625 -0.4145609103375 -0.2174789671875 -0.657492567375 -0.392631696875 -0.480620503025 -0.3651025782375 -0.516755838 -0.341426313625 -0.405708586525 -0.367312544625 -0.52582966425 -0.35432862925 -0.394163502 -0.4641293627625 -0.440570954 -0.64471591825 -0.691187251125
15 "walking" 0.273977731896552 -0.0190895135475862 -0.105684580155172 -0.345295297068966 -0.0112428617068966 -0.426157599137931 0.934270548103448 -0.204249032431034 -0.083083589637931 -0.977653120862069 -0.973821593965517 -0.965151894655172 0.0826917180344828 0.0130748387913793 -0.00584647850381034 -0.32128872862069 -0.139931744231034 -0.604613642586207 -0.0499599256158621 -0.0607439128534483 0.0840662446551724 -0.467975512758621 -0.47152136637931 -0.508617381206897 -0.0845113433275862 -0.0545109305586207 -0.0417078363224138 -0.448257471724138 -0.689592549655172 -0.601971048448276 -0.211101562258621 -0.35963478362069 -0.211101562258621 -0.35963478362069 -0.297862844482759 -0.3024248705 -0.343958846034483 -0.503916355241379 -0.594825475 -0.665276767068966 -0.321947820517241 -0.0228534734310345 -0.468161113103448 -0.354970309310345 -0.0683301827777586 -0.448444045344828 -0.36024839137931 -0.184171291131034 -0.574493280862069 -0.341643529482759 -0.150175098982069 -0.633769348965517 -0.376751902517241 -0.550917527931034 -0.496386159482759 -0.498713932068966 -0.435705284 -0.560290336206896 -0.304153503643966 -0.493408106724138 -0.28233998862069 -0.334815000241379 -0.538255226724138 -0.566983331551724 -0.664451645344828 -0.69054054637931
16 "walking" 0.2778778352 -0.020017063644 -0.11284633728 -0.3830295796 -0.3490399504 -0.12036102688 0.9454913344 0.08958565676 -0.1663472576 -0.9841183892 -0.9719412924 -0.9544442556 0.08785919856 0.01197793904 0.00994822836 -0.4030783264 -0.4913046152 -0.440983914 -0.004679617648 -0.065866643 0.07460194104 -0.6414394136 -0.5484402092 -0.389676832 -0.115687160296 -0.041092019948 -0.0637204813 -0.6828620648 -0.6892101356 -0.5890529536 -0.2370809 -0.47899564 -0.2370809 -0.47899564 -0.3847998444 -0.4118101244 -0.4585598604 -0.6573663188 -0.6605909344 -0.719207848 -0.3849850516 -0.3633235672 -0.2236317072 -0.3827780948 -0.3826833824 -0.1343236302 -0.4383064768 -0.50395009 -0.4293807064 -0.4191280244 -0.5131179136 -0.4513698128 -0.583205864 -0.5809254908 -0.46567497 -0.6611201164 -0.5329997204 -0.4228631404 -0.4115358428 -0.6024810004 -0.3857939436 -0.45078158 -0.6688244908 -0.7091220156 -0.7168626448 -0.7425863756
17 "walking" 0.272341855245902 -0.0184875403339344 -0.109792122032787 -0.31950017295082 -0.0175797885542623 -0.265824489180328 0.92811236852459 -0.179927382704918 -0.190265949622951 -0.980983351639344 -0.968613202622951 -0.956903248196721 0.0773188580032787 0.0130098548360656 0.0243753334442623 -0.355492635409836 -0.0935385034 -0.534303311639344 -0.00922265519180328 -0.0839773343770492 0.0757132656704918 -0.47981351295082 -0.454932903934426 -0.386044435409836 -0.109959237927869 -0.0379251328622951 -0.0513807166754098 -0.431296148196721 -0.560203489016393 -0.524422887377049 -0.151151487704918 -0.461837866885246 -0.151151487704918 -0.461837866885246 -0.301093269180328 -0.275672786229508 -0.335009836885246 -0.522494763606557 -0.517167440655738 -0.53970849147541 -0.360991674918033 -0.0650267622126229 -0.382832802295082 -0.304806274098361 -0.0556137930852459 -0.262391594918033 -0.423446094590164 -0.194232721737705 -0.523427055737705 -0.343866129016393 -0.0470379377672131 -0.543872996229508 -0.40771670852459 -0.490166286557377 -0.398809217540984 -0.504849290819672 -0.439238787704918 -0.438768699508197 -0.429380043442623 -0.565162507704918 -0.335938891803279 -0.211231860180328 -0.518618058688525 -0.615320077704918 -0.582711859672131 -0.520385479180328
